idx,class,conversation
436,협박 대화,"응 우리는 반티를 입지 않았었지
아니 요즘 뜸하게 만났는데 어떻게 한 번도 연락이 없지?
응 그래 잘 먹었다고 인사해야지
야 지금 잘 지내지? 군대에서 네가 당한 거 생각하면 아직도 억울해.
이제 와서 사과를 왜 하냐 이 바보야
내가 너네 부모님께 전화해서 사과해야지 나 혼자 확 가서 사과할 수도 없고 해서 말이야.
하. 그때는 말도 한마디 못 하더니 이 사람 죽고 나서 뭐 하냐는 거야
니가 말을 이렇게 하면 내가 진짜 억울해 죽을지도 모르는데 그냥 너네 동네 동길동 아파트까지 가서 죽
우선 그때 일은 미안했지만 너도 이제 그만해라. 그건 전통이니까.
아 그냥 가만히 있어 니가 무슨 잘못을 했는지 모르면서 남의 인생을 마음대로 막 부려"
437,기타 괴롭힘 대화,"아니 근데 왜 자기 사진을 그렇게 많이 찍어?
응 그래 우리는 반티를 입지 않았어
얼굴이 작고 화장도 안 했는데 사진을 막 찍어서 뭐라 그러냐고 했어
도배를 한 사진도 몇 장 안 되는데.
요즘 피드에 자주 올라오는 것은 별로 보고싶지 않은 것이다.
그렇다면 지금 바로 차단해 버려야 해.
사람들이 너네 자존감이 너무 높다고 막 그러는데 자기는 그렇지 않다고 하는 거야
자격이 없는 거야? 내가 무슨 자격이 있다고 그러는 거야?
현실이 암울하니까 페이스북 좋아요 수만 개 달고 사는 거
이제 그만 좀 하자고 그 사람들아."
438,협박 대화,"짜증이 너한테까지 나서 어떻게 하지?
말로 하니까 우습지? 몇 대 좀 맞아야 정신을 차릴 수 있지?
내가 잘못한 게 뭐지? 이제 그만해야지.
개새끼가 잘못한 게 뭐요?
허리 디스크 생길 거 같으니까 조심해야 해.
그럼에도 불구하고 그거는 할 수 없어.
그렇게 되면 니 친구가 죽을 수도 있어.
내 친구는 아무 관계도 아닌데 그냥 내버려둬
그럼 뭐 시키는 대로 해 눈 감기 전에 하는 게 좋은 거야
못하면 니 친구나 너나 죽음할 각오해라."
439,협박 대화,"여기에 다 쏟아 부어 죽여버리기 전에 없애버려.
아 진짜 범인은 너무 지능적이야.
당.당신 누구야.! 당.당신
무조건 돈 넣고 다 죽여버릴 거야 어!?
사.사장님.! 이 사람들 이름을 왜 부르고 있나요?
우주씨. 당신 일단 마음을 진정시키고. 눈물은 이제 그만 흘려.
진짜? 돈 넣으라고 해서 진짜 죽을 정도로 화났어?
음.사.사장님.저.저 좀 살려주세요.
이 여자 살려주려고 돈 좀 달라고 하지 그랬어?
우리 대화로 풀어야 할 문제인 것 같아 그 여자를.
진짜 이 여자 죽여버리기 전에 입 닥치라고!"
440,직장 내 괴롭힘 대화,"김대리 내가 얘기했던 일 다 끝났나?
지금 처리가 마무리되는 중인데 오후가 돼도 문제가 없습니다.
아휴 그러게 말이야 지방대는 안 되는 이유가 거기에 있어.
대학과 무슨 상관이 있습니까?
내가 인서울 대학 졸업한 거랑 다른 점이 뭐야?
제가 지방대생이지만 여태껏 회사에서 잔뼈가 굵은 사람입니다.
최선을 다한다는 말은 못하겠고 그냥 포기한다는 말밖에 할 수 없어.
정당하지 않은 방법으로 일을 처리한 것에 대해 저희가 드리고 싶은 말씀은 없습니다.
요즘 젊은 애들 일잘하던데 김대리보다 젊은 애들 일잘하던데
제가 뭐 잘못한 게 있나요 부장님?
처음부터 끝까지 다 맘에 안 들었다."
441,기타 괴롭힘 대화,"야 너 지금 남자친구 생겼어?
이 씨의 사례에서처럼 알레르기성 접촉 피부염은 특정 부위가 갑자기 가렵거나 진물이 나는 증상을 보인다.
와 남자친구가 있는 애들 중에 진짜 잘 생긴 거 같아 너?
내가 보기에는 괜찮아 근데 왜 그게 궁금해?
야 너 진짜 남자친구가 있는게 너무 재미있어서 눈물이 다 날 정도야
지금 니가 그거 때문에 모욕 당했다고 생각해?
야 모욕이 아니라 너 축하해주려고 하는거야 언제 한번 소개해줘봐
아니 지금 너네 나 비웃는거 같은데 내가 뭐 니네 스토킹 대상이야?
내가 진짜 축하해 근데 왜 이렇게 늦게 말해?
야 그냥 냅둬 자격지심 있나봐 무시하자 그냥"
442,갈취 대화,"요즘 잘나가는 것은 인정하면서도 한편으로는 의심도 하는 사람이 많다.
무슨 일이 있어서 이렇게 늦게 왔어?
우리가 꼭 필요한 일이 있을 때만 연락하는 게 우리의 관계인가.
갑작스레 연락이 와서 무슨 일인지 파악한 후 바로 대응을 했습니다.
왜 요즘은 인기가 많아서 그런가 봐 몸이 붕 떠 있으니까 아래는 볼 수 없나 봐
내가 무슨 말을 하면 이렇게 화를 내지?
응 그래 내가 예전 생각 싹 지우고 연락할 수 있게 해줬으니까 다행이야
옛날 일을 다시 한다는 게 무슨 뜻이야?
야 내가 다 묻어줄게 너랑 나랑 있었던 일도 혹시라도 과거가 발목잡으면 되나 내가 또 의리빼면 시체 아니야 5장만 주면 조용히 살아
또 내가 3년 전에 왔을 때도 내가 돈 꿔줬잖아."
443,직장 내 괴롭힘 대화,"김 씨는 자신이 설계한 서울 강남구의 사무용 빌딩 '어반 하이브(urban hive, 도시의 벌집)'를 돋보이게 하려고 여러 가지 설치 작품을 출품했다.
네, 맞아요."" 오랜 세월을 그곳에 살았던 사람들의 이야기를 들려주기 위해서
내가 보낸 파일을 아직도 안 받았어?
아 메일을 안 보내서 제가 다시 확인해 보겠습니다.
응 그렇게까지 해야 되는 건지 모르겠다.
죄송해요 여러분. 제가 너무 급하게 말씀드려서 죄송합니다.
이제 회사 그만 둬야 해 더 이상 못 기다리겠고.
네? 그것은 아니에요 저도 말로만 들어 봤어요
회사 잘 못 가면 내가 알아서 해.
죄송해요 여러분. 제가 너무 급하게 말씀드려서 죄송합니다."
444,갈취 대화,"돈만 있으면 뭐든 할 수 있으니까 그렇게 해.
아 정말요? 선생님이 왜 그렇게 급하게 말씀을 하세요?
이 새끼도 말을 안 듣는데 칼에 찔릴 거야?
가방 열어. 안 그러면 내가 못 가지.
있는 돈 다 드려요 살려만 주세요.
그러니까 경찰이 오기 전에 얼른 열어.
이게 전부라고 할 순 없어요.
우리가 뭐 대단하다고 생각하는 건지 모르겠는데 바지 벗고 외투 벗자.
하 이 새끼 여기에 숨기고 있었구나.
여권을 돌려주세요. 간절하게 부탁드립니다."
445,갈취 대화,"너 그거 괜찮아? 일로와바 금방 해
아 그런데 왜 그렇게 화를 내세요?
아니 일 좀 보러 와보라고. 확씨.
저 이거 진짜 어려워요.
형이 안 오면 내가 궁금하니까 와.
아버지께서 돌아가시기 전에 사주신 거란 말이에요.
너네는 어떻게 다들 레파토리가 똑같지. 어이가 없네 진짜. 시계 풀어.
형 저 지금 만 원 있는데 이거 제가 드릴게요.
안 내놔? 그렇지 않아. 너 지금 손목 부러져서 못 나와.
하 사장은 2008년 9월부터 작년 12월까지 임직원 수 약 1500명을 포함해 총 43명의 임원 수를 감축했다.
야 이거 착용감 좋지 않다."
446,갈취 대화,"자, 연즉 000씨 맞으시죠?
네 맞아요 근데 시간이 제일 빨리 갔을 때가 지금이라고 생각해요
아들이 000년생인데 00초등학교 재학 중이에요.
어떤 사람이 누구랑 결혼을 했어요?
제가 당신 아들하고 같이 사는데 돈이 좀 필요해서요.
경찰에 신고할 때 신분이 어떻게 되나요?
그거는 알 수 없고 돈 입금하면 바로 보낼게요
아들 목소리 좀 들어 볼 건데 얼마쯤이나 필요하십니까?
현금으로 000만 원을 입금해 주세요.
네 그래서 이제 시간이 좀 지난 것 같아서 조금 일찍 나왔어요."
447,협박 대화,"야 너 지금 남자친구랑 헤어진 거 맞지?
내가 뭐 때문에 너한테 그렇게 신경을 써?
너 헤어지면 니네집 가서 문 부숴버린다
우리집에 사는 사람이 누구야?
내가 전부 다 조사해 놨어.
니가 나중에 나보고 결혼하지 말래
진짜 너 죽더라도 내가 집에서 죽고 싶을 정도니까.
어 내가 뭐 어떻게 그 개인정보를 알아낼 수 있
이제 됐으니 헤어지자 그렇게 하지 말고.
진짜 짜증이 니가 알아서 해"
448,협박 대화,"친구인 네가 어떻게 내가 좋아한다는 여자와 사귈 수 있
아 정말 미안하다 진짜 이럴 줄 알았으면 진작 이렇게 하는 건데.
내가 여러 번 너와 얘기를 나누었는데 어떻게 모르는 거야?
그게 진짜 예진이 생각지도 못한 거야.
내가 듣기에는 그저 변명이고 거짓말인 것 같아.
응 내 말 좀 들어 봐 진짜 너무 걱정 하지 말고.
응 이제 난 너를 친구로 생각하지 않아 앞으로 일어날 일들은 네가 감당해야 할 일이야
왜 그래 말을 그렇게 많이 해?
네가 날 이렇게 만든거야.
그러니까 뭐 어떻게 하겠다는 거야?
예진이와 행복해 하는 널 볼 수가 없으니 널 죽여버려야겠지
여자 하나 죽인다고 남자가 뭐 달라지겠어?
난 정말 예진이 많이 사랑했거든. 그만큼 중요하다는 거겠지.
정신 차려 이 엄마가 나중에 나 보고 어쩌냐고 그래서 내가 진짜 미안하다고 하고 말이야
너를 죽이기 위해 난 이미 늦었어. 독약을 먹든 칼을 쓰든 난 반드시 죽일 거야.
진짜 너네가 미쳤구나. 그만 좀 해.
네가 어떻게 될지 모르는 건 아니야 지켜 봐."
449,갈취 대화,"너 이자식으로 얼른 돈 안내면 안 돼.
돈 주는 게 어디 쉽나요 기다려 보자니.
너 이 남자가 경찰을 불러들이려고 시간을 늦추는 거 알지?
그러니까 뭐 어쩔 방법이 없어 내가 다 책임져야 하는 거니까
빨리 없애버려야 해! 그렇지 않으면 돈을 못 준대.
나를 죽여서 너한테 죄책감을 느끼게 하거나 돈을 못 받게 할 수도 있잖아.
너 이 자식 이름이 뭐냐 이 자식.
내가 고문을 한다고 해도 절대로 돈을 안 받을 거야.
뭐야 이 사람들 이름이 다 똑같지 않아?
어차피 내가 죽일 생각은 없는 거잖아
너 진짜 이 세상에서 자취를 완전히 없애줘?"
450,직장 내 괴롭힘 대화,"오늘 저녁에 선영씨 어떤 거 드실 거예요?
아니요 저도 말로만 들어 봤어요.
잘됐네. 그럼 남은 시간에 내가 쓸 수 있는 건 그거야?
네, 그것은 대표님이 하셔야 할 일 아니에요.
그렇긴 한데 내가 오늘 급한 일이 있어서 어려울 것 같네 부탁해요.
이 부분은 정말 아니에요 대표님.
뭐가 아니라는 거지? 내가 부탁한다고 맛있는거 사줄게 그럼 되는거지?
아니요 대표님 일이 아니에요.
그래서 뭐 좀 도와달라는데 말이 많아 그렇게 회사 다녀도 돼?
그래도 이건 아닌 것 같아요 대표님."
451,기타 괴롭힘 대화,"이것 수학 숙제냐? 그렇지 않아 지금 감기여서 담배 피는 거 중단 했잖아
응 맞아 그 사람들 감기 때문에 담배 끊었잖아
우리 책 바꾸는 거 하지 않았어?
내가 왜 그래? 내가 왜 그랬지?
아니 친구가 좋다고 해서 그런데 뭐 어떻게 해야 돼?
시를 써는 건 너무 어렵지 않은데 그렇다고 아무도 안 하는 곳에 가기는 좀 힘들지.
너는 수학선생님이 예뻐하잖아
그럼에도 불구하고 그거는 좀 아니다 싶은 부분이 있어
아니 근데 수학선생님이 너만 유독 예뻐하니까 바꿔주는 게 없지?
이 씨의 경우처럼 알레르기성 접촉 피부염은 여름에 자주 생기며 특정 부위가 갑자기 가렵고 진물이 나는 증상을 보인다.
애들아 들었어? 하지마래. 니가 뭐 어쨌다고 해서 하지마래
이 씨의 사례에서처럼 알레르기성 접촉 피부염은 특정 부위가 갑자기 가렵거나 진물이 나는 증상을 보인다.
책 버리기 전에 이거 다 채워서 오고 없으면 나중에 오면 되고."
452,협박 대화,"니가 봤대 거기서
뭐를 뜻하는 거야 그거? 가나다순으로 배열한 거.
내가 지수 지갑에 손을 댔다고 생각해.
아니 그건 괜찮은데 자꾸 신경이 쓰여.
담임이 한 말이 생각이 그거야?
비밀로 해준다고 그러셨기 때문에 말씀을 안 드렸지만.
그래서 내가 잘못한게 뭐야 멍청이 같이 그렇게 말을 해?
이 씨의 사례에서처럼 알레르기성 접촉 피부염은 특정 부위가 갑자기 가렵거나 진물이 나는 증상을 보인다.
그 입 조심해라 급식으로 나온 우유 팩째로 아가리에 쳐 넣기전에 입에 넣어 놓기 전에
미안하지만 그건 너의 잘못이 아니야.
그렇게 말만 번지르르게 하다간 대가리 깨지는 수가 있어"
453,협박 대화,"이번 중간고사 때 전교 1등해야 하는데 성적이 이게 뭐야?
엄마가 잘못한 게 뭐예요 진짜
학원 수업이랑 과외 모두 내가 예약해서 했는데 뭐 하는 거야?
최선을 다했는데 실수를 했네요.
내가 너 이런 거 하면 안 된다고 했잖아.
잘못한 게 뭐요? 내가 잘못한 게 뭐요?
내일 영어도 실수하면 눈썹 밀 줄 알아?
알겠어요 그러니까 그것에 대해 조금 더 각별하게 느꼈던 것 같아요
머리부터 발끝까지 다 밀어야 하는 거면 차라리 가서 공부를 해.
네 알겠어요 그렇지만 제가 할 수 있는 한 최선을 다해 돕겠습니다."
454,직장 내 괴롭힘 대화,"오늘은 휴가를 낼 수 있어서 다행이었습니다.
휴가를 왜 내냐 너?
내일은 일이 있어서 못 가니까.
휴가를 낼 수 있는 기간은 정해져 있잖아요?
와 이 새끼가 지금 회사 잘 옮겨서 취직 된 거 아니야?
응 내가 피곤할 때는 휴가를 꼭 낼 필요가 없어.
내가 휴가를 갈 때는 말도 안 했었다.
거기다가 말도 제대로 안 나오던 대
이번 연말평가에서 너한테 좋은 결과가 나왔으면 좋겠어.
그러게 좀 입에 좋지 않은 말을 하지 말라."
455,갈취 대화,"야 어디로 가는 거야? 지하철 타고 가?
네, 맞아요.
지금 이 누나들 담배 냄새가 너무 좋은데 네 지갑 좀 빌려줘.
저는 학원을 가야 하는데 시간이 없어요.
아니 이 누나들이 지금 담배를 안 피면 죽을거같아서 그래.
저 지금 시간이 늦었는데 빨리 가봐야 해요.
야 우리 지금 죽겠다고. 안 내놔?
저를 좀 보내주세요. 제가 좀 보내주세요.
우리 담배 못 피게 하는 이유가 너 때문이야?
보내주세요 제가 직접 하겠습니다."
456,기타 괴롭힘 대화,"처음부터 니가 휠체어 타는 거 본 적 있어?
이 씨의 경우처럼 알레르기성 접촉 피부염은 여름에 자주 생기며 특정 부위가 갑자기 가렵고 진물이 나는 증상을 보인다.
그럼? 사고가 난 것은 아니지?
어렸을 때 교통사고로 인해 사망했어.
진짜 불편하겠다 내가 너였다면 그냥 살기 싫었을거같아
아니 그게 무슨 소리야? 당산에 사니까 당연한 거지
맞아 혼자서 일어나는 것도 못하는데 너 혼자서 어떻게 해?
그만 좀 해. 나 진짜 할 수 있는 거 다해.
할 수 있는 한 일찍 자리를 떠야 해
아 그래? 나도 진짜 그런 사람 본 적 없는데 독특하긴 하네"
457,협박 대화,"뛰어내리는 것은 괜찮은데 근데 빨리 걸으려고 하지 않아
이런 거 하지 말아 달라고 부탁해야지.
이 세상에 너 같은 찐따 새끼는 필요없어. 할 줄 아는 것도 없고 돈도 없잖아.
미안하다 형님.
니 얼굴 보면 죽을 것 같은데 안 그럼 뭐가 미안해?
잘못한 건 맞지만 여기서 더 이상 말하지 않을 거야.
너 죽고 나면 나 진짜 억울할 것 같은데 그럼 그냥 딱 붙어서 살아.
그렇지 않아 그렇게 하지는 않아.
니가 지금 죽고 싶으면 당장 나와. 평생 동안 왕따 당하고 산 경험으로 죽은 사람 말을 들어.
안 되는 이유가 뭐냐 하면 게임을 너무 오래 해서 그런 거야."
458,협박 대화,"아니 나무가 자꾸 울타리를 넘어서 우리집까지 오지않나?
아 죄송해요 제가 가지치기를 하려고 했는데 그만뒀어요.
나는 나무를 좋아하지도 않으면서 항상 미안하다고 사과만 하는 사람이야
아 죄송해요. 그런데 나무가 가지를 조금 뻗을수도 있지 않을까요?
뭐야 이 사람들 이름이 다 똑같지 않아?
이해가 잘 안 가는 부분이 좀 있는 것 같아요.
내가 이해를 못 하는 것은 그렇게 나올 때 내가 가지를 자르는 것이지
네? 그런 터무니없는 억지춘향이 어디 있겠어요
내가 극단적으로 나갈 수밖에 없는 게 네가 가만히 있게 조치를 안 하니까 그러는 거야.
어 어르신 이제 좀 괜찮아 졌는지 확인해 보겠습니다."
459,기타 괴롭힘 대화,"지금 뭐하시는 거예요? 지금 뭐하시는 거예요?
내가 뭘 잘못했다는 건지 모르겠어요.
지금 자꾸 제 몸을 만지시잖아요.
지하철이 사람이 너무 많이 다녀서 그런 거지 누가 만지겠습니까?
그렇게 할 수 있는 것이 아닌데요.
아 이 여자가 사람을 치한으로 만드네요.
아무리 많은 사람이 같이 있어도 저를 붙드는 분이 계시잖아요.
힘이 되니까 사람들한테 안 밀리려고 하지 그런 거지 뭐.
그런거랑은 차이가 크잖아요 정말 불쾌하다구요
와 사람 환장하게 만드는 게 너 눈 때문에 내가 못 본 척해도 되는 거야?"
460,기타 괴롭힘 대화,"어 이게 뭐지? 깜짝 놀란 가슴을 어찌해야 할지 모르겠어요.
푸 쟤 봐. 안 본 척해도 돼.
야! 이수아! 이 친구 학교 마치고 나면 항상 같이 있어.
어? 내가 부를 때 니가 아니라 내가 부른다는 거야.
이게 무슨 일이 있어도 너 이거 반드시 범죄자로 신고해야 해.
이게 왜 범죄야? 너 이런거 좋아하잖아 집에 혼자 있을 때 내가 보내 준건데?
흐억. 내가 이런 거 왜 좋아했지?
남자들도 이런 거 좋아하는 거 보면 똑같지 않아? 맨날 나만 바라봐?
하지마. 너 학생부에 얘기할거야.
말해봐 지금 여기에 니 편이 있을까? 애들이 다 내 편인데 너만 거짓말 할 껄?"
461,직장 내 괴롭힘 대화,"어이 너 여기 와봐 한번만 더 같이 해줘.
저 말은 어떻게 된 영문으로 그렇게 말씀하신 겁니까?
너 말고 여기 누구야? 어서 와 빨리
아니 부장님은 왜 그렇게 화를 내세요?
너 이런거 내가 하지말라고 했는데도 한 거잖아 이 정도로 일하는 것 보니까
죄송합니다 여러분 덕분에 제가 이렇게 좋은 자리를 마련할 수 있었습니다.
너 이거 똑바로 하라고 내가 얘기했지?
이 씨의 사례에서처럼 알레르기성 접촉 피부염은 특정 부위가 갑자기 가렵거나 진물이 나는 증상을 보인다.
너 내가 잘 봐주니까 아주 눈에 뵈는게 없지?
죄송해요 여러분. 제가 너무 급하게 말씀드려서 죄송합니다."
462,직장 내 괴롭힘 대화,"지수씨 끝나면 우리 팀 회식할까요?
네, 오늘은 제가 선약이 있어서 이만 가볼게요.
지수씨 너무하는거 아니야? 다들 축하한다고 하는데 갑자기 무슨 일이 벌어진거야?
아 제가 오늘 시골에 내려가야 해서 미리 말씀 좀 해 주지.
지금 뭐? 내일 아침 일찍 출발해도 되는 거야?
정말 죄송합니다. 부장님 더는 못 하실 것 같습니다.
회사에 들어오는 즉시 왕따를 당하고 싶은 거야 지수씨?
아니요 그건 아닌데 정말 사정이 있어서.
우리가 어떻게 할 수 없이 막내라고 부르는데 지수씨가 그걸 못 하게 해.
정말 죄송합니다. 오늘 어머니 생신이라 내려가 봐야 할 것 같아요."
463,협박 대화,"야 듣고 있어? 안 듣고 뭐 하는 거야?
잘 듣고 있어 잘 듣고 있어
그러게 말이야 내가 듣기 싫은 말은 하지 말던가.
내가 왜 그렇게 화를 냈는지 모르겠다.
니가 먼저 내 눈 앞에서 도망치니까 한 번만 더 도망쳐 봐.
응 우리는 반티를 입지 않았었지
어떻게 됐든 간에 팔과 다리는 분질러서 도망가게 해야 돼.
이 이. 이 이. 미친 새끼.
어 나 진짜 이 시간에 어디를 가는 지 모르게 돼서 엄청나게 급하게 나갔거든.
지금 당장 이거 풀어달라고! 해"
464,직장 내 괴롭힘 대화,"이번 대회에서 우리 신입이 우승을 했어요.
축하합니다 여러분.
감사합니다. 이 자리를 통해서 정윤회 문건으로 혼탁한 한국 사회도 많은 것을 배울 수 있었습니다.
그런 의미에서 오늘 신입이 한턱 쏩니다.
네, 저는 부장님이 말씀하신 것처럼 그런 적 없습니다.
이런 날에는 한우가 제격이지.
아니. 부장님 이건 아닌 것 같아요.
뭐라고? 내가 그때는 토를 하면 안 된다고 생각했는데 지금은 뭐 토를 해도 좋다고 생각해.
그럼에도 불구하고 저한테 선택권을 주신 건 부장님이죠.
우리 신입은 이제 회사 들어온지 얼마 안 됐는데 다시 들어오고 싶어?
저한테 의견을 물어보는 게 어떻겠냐는 말이었는데 그런 뜻은 아니었어요.
우리 팀 막내가 한우인데 의견이 어떠냐고 물었더니 그렇다고 하네.
아. 저는 부장님이 사주시면 못 입어요."
465,직장 내 괴롭힘 대화,"지금 뭐하시는 거예요 원장님?
내가 뭘요? 내가 뭘요?
저 다른 병원들에 다 소문 내신 거 원장님이시잖아요.
제가요? 난데없이 그러십니까?
제가 부당하다고 생각하는 사항을 말씀드리고 병원을 옮기겠다고 말씀드렸는데 원장님께서 다른 병원들에 제 흉볼 이야기를 하신 거 알고 있었어요.
김선생 사회가 그렇게 만만하고 쉬운 줄 몰랐어요 그럼?
제가 사회적으로 어려운 그리고 부적절한 부분을 지적한 겁니다.
아니 그러니까 사회생활을 그 따위로 하는데 다른 데에서 받아 줄거라고 생각하지 못했다니까요.
환자들 과잉진료에 직원들 부당한 차별 그게 그럼 원장님이 잘못하신게 아니라는 말씀인가요?
저 김선생님 지금 업무방해 혐의로 구속됐는데 증거가 뭐죠? 어디 한 번 보여주세요."
466,직장 내 괴롭힘 대화,"김마리씨 내일까지 제출하라는 서류 오늘 밤까지 부탁해요
저 오늘 엄마 생신이라 과장님 좀 곤란할 것 같습니다.
김마리씨 개인의 사정을 일일이 회사가 신경써줘야 하나?
김마리씨 사람 그렇게 안 봤는데 말야 뭐? 회사가 놀이터인줄 알고 아예 사표 쓰고 가지 그래?
회사 생활을 그런 허울뿐인 정신으로 하겠다는 거야.
죄송해요 여러분. 제가 너무 급하게 말씀드려서 죄송합니다.
회사 생활도 열심히 하고 사회에서도 열심히 하는 김마리 씨 좀 봐.
사장님 덕분이죠 항상 존경하는거 아시죠?
김마리씨 지금 당장 가서 제출하세요 내일 안에 낼 수 없으면 얼마나 기다린 건데.
네 감사합니다."
467,기타 괴롭힘 대화,"내 여자친구가 너 좋아하는 거 알지?
와 진짜 저 사람이 그런 생각을 갖고 있었다니 어처구니가 없다.
내가 누구를 좋아하든 말든 상관이 없어.
진짜 어이가 없는 게 내 여자친구도 네가 마음에 안 들면 같이 살지 않을 거야.
우리나라도 마찬가지로 그럴 것 같아.
지금 진짜 짜증이 치밀어 올라.
아 오늘 점심에 먹었던 거 다 토해낼 기세야.
응 잘 못 먹은 게 미안해서 그러지
알짬 네 주제를 알고 싶다.
앞으로도 신경 써서 안 보이게 해라."
468,직장 내 괴롭힘 대화,"주말에 무슨 약속 있어요 민아야?
아니요 저는 찾아볼 수가 없어요.
응 주말에 나 좀 나오라고 해서 보고서 좀 써달라고 그래.
네, 그게 무슨 말씀을 하시려는 겁니까?
아니. 내가 주말에 일이 있어서 그거 보고서를 또 못 쓰잖아.
네, 그래도 주말에는 저도 할 게 또 있어서 힘들 것 같아요.
내가 뭐? 난 안 된다고 생각하는데?
그렇지만 이건 아닌 것 같아요.
회사 잘 옮겨서 뭐 하는 짓이지?
장난이 아닙니다. 정말 죄송합니다."
469,협박 대화,"이렇게 해도 되는 거야? 아가씨 이렇게 해도 되는 거야?
손님 미안합니다 어쩔 도리가 없습니다.
내가 여기 단골집인데 사장님 위치가 어디야?
손님 이것은 본사 지침이라 어쩔 수가 없어요.
사장님 지금 당장 오라고 하지 않았나?
연락처를 남겨 주시면 제가 바로 답을 해 보겠습니다.
여기 단골인데 이거 하나 못해줘? 진짜 어이가 없어서.
죄송해요 여러분. 제가 너무 급하게 말씀드려서 죄송합니다.
내가 말만 하면 이 가게 다시는 열지 못해.
죄송해요 여러분. 제가 너무 급하게 말씀드려서 죄송합니다."
470,기타 괴롭힘 대화,"아 정글에 처박혀 사는 새끼가 엄마를 어디다 버렸느냐?
그러니까 이제 좀 시간이 지나면 내가 또 어떤 생각을 하지?
지들끼리 서로 쥐잡듯이 뒤지고 다니잖아.
엄마 나 이거 터뜨릴 거야 근데 자꾸 너네 집 창문에 떨어져서.
아휴 진짜 보기 안 좋아지는 게 자식 일인 것 같아.
채팅 칠 시간에 왜 정글을 빠져나오냐 이 개새끼야.
쌍으로 똥을 싸놓고 야단을 하네
이 회사는 1997년에 설립된 이 회사는 초기에는 선전포고를 위한 광고 활동에만 힘을 다하다가 1999년에 그룹의 핵심 계열사 하나를 합병하면서 출발했다.
이 회사는 1997년에 설립된 이 회사는 초기에는 선전포고를 위한 광고 활동에만 힘을 다하다가 1999년에 그룹의 핵심 계열사 하나를 합병하면서 출발했다.
이 회사는 1997년에 설립된 이 회사는 초기에는 선전포고를 위한 광고 활동에만 힘을 다하다가 1999년에 그룹의 핵심 계열사 하나를 합병하면서 출발했다."
471,직장 내 괴롭힘 대화,"류 선생은 일 하나는 제대로 못 하는 것 같아.
죄송해요 여러분. 제가 너무 급하게 말씀드려서 죄송합니다.
소파에서 잠이나 자고 말이야
아니 그건 전혀 근거가 없는 얘기예요.
수업 준비도 제대로 안 하고 말이야.
죄송해요 여러분. 제가 너무 급하게 말씀드려서 죄송합니다.
우리 학원 애들이 당신 때문에 다른 학교로 갔다는 말을 들었어.
아니요 그렇진 않아요 저도 말로만 들어 봤어요
뭐 하나 제대로 하는 것도 없고 아이참 갑갑해
열심히 하겠습니다."
472,협박 대화,"절대로 안 그러면 나 진짜 확 죽여버릴 거야
아니 저항한 적이 없어요.
지금 니가 잘 듣지 않으면 장기적으로 거래하는 곳에 내 명의로 등록해 둘 생각이야.
그렇지만 그것만은 꼭 준수해야 한다.
가만히 있으면 목숨은 살려줄게
이 씨의 사례에서처럼 알레르기성 접촉 피부염은 특정 부위가 갑자기 가렵거나 진물이 나는 증상을 보인다.
지금 이 칼 보여? 허튼짓하면 죽여버릴거야
네 주의깊게 듣지 않고 조용히 있겠습니다."
473,갈취 대화,"내가 여기 떡볶이 먹고 이 나간 거 치료할 테니 좀 봐.
아니 이게 무슨 소리야? 떡볶이가 뭐 어쨌다고?
여기 불량 떡볶이 먹고 나서 엄마가 돌을 씹었어.
아니 무슨 돌이 이렇게 많이 나오냐.
여기 뜨거운 솥단지 한 번 엎어줘? 동네에서 장사 못하게 소문 한 번 내 줄까?
빨리 가서 경찰에 신고하세요.
경찰? 이 근방에 있는 경찰들은 다 내 친구야.
이 보세요, 이런 식으로 계속해서 반복하시면 돼요.
니가 여기서 장사하려면 신고를 내가 해야 하는데 말이야.
내가 말을 너무 안 들을 때도 있는 거야.
신고를 빨리 해야 돈을 안 받아"
474,기타 괴롭힘 대화,"어? 김철우가 아니라 그냥 김철우인데.
응 우리 휘영이도 잘 지내고 있겠지?
아? 네가 사는 데가 니가 사는 데구나 가게 이름이 너네 집이야
응? 그게 아니라 내가 뭘 잘못했다는 건지 자세히 모르겠네
마침 내가 찾고 있던 게 뚫을 만한 곳이었거든.
술 판다는 건 근데 미성년자한테는 허용이 안 돼.
우리 같은 반 친구야?
그럼에도 법에 위반되지 않는 이상 줄 수 없어.
아 이새끼 야 너 학교생활 종치고 싶냐? 잔말 말고 시키는대로 하지그러냐?
안 돼.부모님이 알면 정말.
니 사정이고 니가 있는 시간에 알아서 올테니 닥치고 내놔."
