idx,class,conversation
150,기타 괴롭힘 대화,"물 좀 빼, 이거 치워.
이거 아직 안 끝났어.
나는 그것에 대해 신경을 써야 합니까?
그냥 할게요 할 말이 많아요.
놔둬, 바보야.
바보 아니야.
무슨 소리야.
개 짖는 거 어디 있어?
됐어.
멈추지 않으면 어떻게 할 거야?
때릴 수도 없고, 눈도 볼 수 없어요."
151,협박 대화,"신은 사람을 잘 설계했습니다.
무슨 말씀이신가요?
귀와 팔이라는 두 가지를 얻을 거예요.
형님, 왜 그러세요?
그런데 아직 일을 끝내야 되는데 어떻게 된 건지 보셨는데 귀가 뒤에서 내 말을 들어주시는 건 죄다.
나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나, 나,
우리 실수가 한 번이면 충분하다고 말씀드렸는데 벌써 세 번째입니다.
죄송합니다만, 다시는 이런 일이 발생하지 않습니다.
shut up, 이 자식아!
하지 마 제발!"
152,갈취 대화,"야, 저기.
저요?
다른 사람이 있나요?
왜 그래요?
혹시 돈이 있으신가요?
돈이 없어요.
거짓말하지 마.
저 돈 진짜 없어요.
방 뒤져 나오면 가만히 있지 않을 거야.
왜 내 가방을 수색해?"
153,갈취 대화,"와, 공항이다.
나쁘지 않은 것 같아요.
얼마를 지불하셨나요?
몰라요, 삼촌이 사줬어요.
이거 사주는 삼촌이 있어 부럽다.
네, 감사합니다.
야, 이거 잃어버렸다고 하고 다른 걸 사라고 하면 안 돼?
뭐야?
이 물건을 사는 삼촌이 없기 때문에, 당신은 다른 것을 살 수 있습니다.
아니, 그게 아니라, 그게 아니라.
아, 그래요? 그렇게 좋은 말로는 할 수 없습니다. 몇 개의 히트가 내가 마음을 바꿀 거라고 생각하게 만들까요?
아, 진짜."
154,갈취 대화,"야, 너.
뭐야, 나?
그러면 여기 또 다른 사람이 있네.
왜요?
이리 와.
에이.
형, 돈 있어?
어, 안 돼.
그냥 좋은 말만 해주실 건가요, 아니면 날 때리실 건가요?
자, 여기 있습니다."
155,기타 괴롭힘 대화,"어머님.
네, 안녕하세요.
고객님, 지금 여기 사람들이 많이 보이시지 않나요?
네, 알겠어요, 하지만 제 일을 하고 있어요.
사모님, 왜 사람을 다치게 하시나요?
청소하고 있어요.
오전부터 오랜만이네요.
아무 뜻도 없으셨다고요?
그녀는 내가 누구인지 알고 있어!
뭐야?"
156,갈취 대화,"야, 봐봐, 네 여자친구가 샤넬을 들고 있어 내 여자친구를 줘보자.
나 40일밖에 안 됐어.
그건 네 문제야.
하루 걸렸어, 가서 가져와.
정말 죄송합니다. 그렇게 할 수 없습니다.
그럼 제가 픽업해서 모시러 가야겠네요.
 .
그래, 글쎄, 네가 나를 죽이는 게 나을 거야. 나는 절대 하지 않을 거야.
젠장 빠져나와.
감사합니다."
157,직장 내 괴롭힘 대화,"선배야, 나 얘기 그만해.
내가 언제...
나 지금 피곤해.
어디 있어?
많이 들었어요.
못생긴 남자가 일을 못한다는 건 팩스다.
선배야, 다시 전화할게.
하고 있어, 되게 재미있을 거야.
사과를 해주시면 끝낼게요, 참겠습니다.
그냥 하는 대로 해."
158,직장 내 괴롭힘 대화,"저기 가서 미국 음료 두 잔과 달콤한 빵을 사다 줄래?
선생님, 지금 너무 많이 밀고 있어요.
그건 네 일이야, 야, 승진하고 싶지 않지?
저는 회사에서 열심히 일하고 있는데, 이유를 모르겠습니다.
자, 사와 리버사이더.
어.
최근 이사회장이 큰 어려움에 빠졌습니다.
요즘은 애가 아닌데.
사장님, 여기 있습니다.
왜 지금 떠나는 거야?"
159,직장 내 괴롭힘 대화,"민선아, 점심 먹고 집에 나가면 어때?
어.
음, 나갈 때 힐튼 호텔을 예약해야 해요.
온라인으로도 가능하지 않나요?
스위트룸에 스위트룸이 있는지 확인하시고, 직접 예약해 주세요.
죄송합니다, 사적인 것은 아닙니다.
회사를 더 쉽게 만들어야 하는 거죠, 그렇죠?
예약하는 방법도 있습니다.
퇴근하지 않으면 대국민을 책임질 수 없으니 그냥 좋은 말만 하자.
선생님, 죄송합니다."
160,협박 대화,"안녕하세요? 무슨 일이신가요?
나야.
제가 도와드리고 싶지 않다고 말씀드렸잖아요.
아니, 부자랑 결혼하고 화려한 라인으로 어울리는데 내가 왜 더그를 봐야 되는 거야?
언제 봤어, 지금 따라와?
글쎄, 새 아빠에게 무슨 일이 생기면, 아빠가 어디에 있는지 알아야 해.
새 아빠는 뭐야, 위협하는 거야?
계속 도와주시지 않으면 진짜일 거예요.
연준이 형한테 무슨 일이 생기면 그냥 놔두면 내가 고소하고 끝까지 따라갈 거야.
저를 따라오시는 모습을 보고 싶지만, 그 전에 제가 당신을 적절한 곳에 두고 갈 것 같나요?
뭐야, 내가 저렇게 맞을 것 같아, 어쩔 수 없지.
너랑 새 남편을 죽이지 않으려면 명단에 네 이름을 적어."
161,기타 괴롭힘 대화,"제가 뚱뚱한 것 같죠?
아니, 너 안 뚱뚱해.
진짜요?
너 뚱뚱하면 내가 뭐야.
돼지네.
어?
살이 빠진다니 다행이야.
그러니까.
자기 자신이 만족스럽지?
사람이 많아요 이런 거 하지 마요.
깨어 있어야 돼, 부끄러워야 돼."
162,협박 대화,"이민청 맞죠?
네. 누구시죠?
부모님 친구들에게 바디캠 영상을 보내시는 건 어떨까요?
도대체 뭐 하는 거야.
지금 바로 이 계정으로 보내주세요.
어떻게 그렇게 많은 돈이.
네 엄마한테 먼저 보내줄게.
제발, 놔줄게, 놔줄게.
3분 드릴게요, 안 들어오면 한번 생각해 보세요.
알겠습니다, 잠시만 기다려 주세요.
아, 3분, 3분, 3분, 3분, 3분, 3분, 3분, 3분, 3분, 3분, 3분, 3분, 3분, 3분, 3분, 3분, 3분, 3분, 3분, 3분."
163,기타 괴롭힘 대화,"안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼,
바늘이 들어가 있는 동안 바늘을 잡을 수 없습니다.
내 말은, 그것을 고르는 것은 당신의 능력이지 않나요?
바늘이 들어가면 어떻게 아픈지 모르겠어요.
피를 뽑는 능력도 없어서 대답할 수 있는 능력이 있다.
과장하셨네요.
타박상 책임질 거야?
선생님, 너무 멀리 가져가시면 저한테는 힘들어요.
네가 이렇게 심하게 피를 먹는 게 얼마나 힘든지 모르겠어!
죄송합니다.
그랬을 거야."
164,직장 내 괴롭힘 대화,"파크 서리!!!!! 지금 여기로 와!
네, 무슨 일이신가요?
제가 이 종이를 낮에 정리해서 보고하라고 하지 않았나요?
죄송합니다, 배송이 되었어요.
그러니까 얘가 안 말했다는 거야?
네? 아니요. 제가 전달했습니다.
그래요? 정말 아무것도 못 들었어요. 메신저로 전달할 수 없었어요.
무슨 소리야.
아니요, 죄송합니다. 지금 바로 처리하겠습니다.
그래서 처음부터 키웠어야지."
165,기타 괴롭힘 대화,"야, 너네 집이 지금 어디인지 알아.
자, 제발 우리 집에 오지 마.
그러면 내가 말한 대로 할 수 있어.
어떻게 해.
안 되면 집에 갈게요.
제발 오지 마.
음, 저기 가서 얘기하자.
제발, 아니야, 내가 할게.
그때 말씀드렸잖아요.
오케이."
166,직장 내 괴롭힘 대화,"나 앞에 경찰이 되지 마, 이 자식아 이거 못 할 것 같아.
아니요, 저는 제 일을 잘해야 하기 때문에 직원들과 빨리 끝납니다.
누구한테 일하든 상관없어 승진해야지.
뭐야?
내 자리를 차지하라고 하지 마, 이 자식아.
그래서 어떻게 해야 하나요? 나는 내 일을 잘하지 않습니까?
당신은 당신이 공장에서 무엇을 하고 있는지 알고 있습니다!
아니요, 없어요.
그렇게 하는 거면 3명이 그냥 일만 하는 게 아니라 급여를 받고 일을 하는 거예요.
아니, 진짜."
167,갈취 대화,"얼마나 하는 것 같아?
아닌 것 같아요.
몇 개야, 이 자식아?
안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼.
확인해 봐, 지금!
그래, 이 자식아, 이리 와.
1,500원입니다.
이리 와, 이 자식아 날 때려야지.
너 틀렸어.
나는 네가 좋은 말을 했으면 좋겠어."
168,갈취 대화,"와, 이거 예쁘다 이거 뭐야.
3살짜리이고 지갑이에요.
엄청 비싸지만 예쁘네요.
아니, 이거 우리 엄마 거였어.
멋진 옷을 입게 되어 너무 기뻐요.
미안해, 너무 미안해.
거기에 친구 좀 사자.
아니, 공연이면 안 돼.
구스를 살려서 오늘 깔끔하게 쓰고 빌려줄게.
알겠습니다, 깨끗하게 정리해 주세요."
169,갈취 대화,"어머님, 저 돈 주세요.
돈이 없어요.
돈 못 버는데 돈 못 버는데 돈 못 버는데 돈 못 버는데 돈 못 버는데 돈 못 버는데 돈 못 버는데 돈 못 버는데 돈 못 버는데 돈 못 버는데 돈 못 버는데 돈 못 버는데.
왜 저한테 그래요?
집성을 모르지?
나 돈 없어 그냥 노인일 뿐이야.
사기를 하는 남편은 필요 없지만, 남편은 필요 없어요.
이혼. 금방 돌아올게요.
어머님이 그렇게 생각하시는구나.
나는 당신에게 약간의 돈만 준다."
170,갈취 대화,"와, 좋은 거 많네.
아니, 다 너네 거야.
형님에게서 물려받아서 사용하고 싶지 않으시죠?
아닌 것 같은데 깔끔하게 쓰고 계시네요.
노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노,
어?
그냥 버리고 새 것을 사라고 말해주세요.
아, 괜찮아.
그럼 나한테 맡기면 새 걸 사겠지?
어, 아니야, 난 괜찮아.
아니 하지 마 그러지 마 압박하지 마."
171,갈취 대화,"야, 노인아!
나한테 말하는 거야?
그래, 너야!
언제 봤는지 모르겠어요!
아내분이 아니시죠?
뭐야?
나이가 많고 아주 젊은 여성과 불륜관계를 하고 있어요.
불륜이 있든 없든 무슨 상관이 있어?
귀하는 너무 시끄럽고 더럽고 그것에 대해 기분이 나쁘습니다, 여기서 주머니를 꺼내세요.
경찰에 전화할게요.
경찰을 불러, 경찰이 오기 전에 이 칼로 죽는 거야.
알았어, 알았어, 알았어, 알았어, 알았어, 알았어, 알았어, 알았어, 알았어, 알았어, 알았어, 알았어, 알았어, 알았어, 알았어, 알았어, 알았어, 알았어, 알았어, 알았어, 알았어, 알았어, 알았어, 알았어, 알았어, 알았어, 알았어, 알았어, 알았어, 알았어, 알았어, 알았어, 알았어, 알았어, 알았어, 알았어, 알았어, 알았어, 알았어, 알았어, 알았어, 알았어,"
172,기타 괴롭힘 대화,"면역, 사무실에 왔어, 지금 따라와.
뭐야, 나?
이 영상은 뭐야?
아, 어젯밤에 얘기했던 게 그거야?
얘가 이걸 가지고 노는 것 같아?
물어보실 거예요, 야, 어젯밤에 우리랑 놀아줘서 징계를 받았다고 할 거예요, 그렇지?
어, 어, 선생님, 제가 어제 아이들과 놀던 거고 하고 싶어서 했어요.
뭐야, 이거 진짜 다투는 거야?
응, 내기를 하고 아이들과 게임을 하는 비디오야, 난 괜찮아.
봐봐, 나는 아무것도 잘못하지 않았어!
지금 영상을 지워주실 수 있나요, 민수 씨?
글쎄요, 그걸 없애는 게 너무 아쉽고, 올해 내내 내 셔틀을 해 주시면 없애겠습니다."
173,직장 내 괴롭힘 대화,"이 일을 내일까지 받을 수 있을까요?
제가 하는 일을 하고 있는데, 내일까지 할 수 없을 것 같습니다.
아침인데 내일까지 안되나요?
내일까지 제 일을 할 수도 없습니다.
그러니까 안 하고 싶어?
왜 다른 팀 일을 해야 하나요?
항상 쉬는 날 없이 퇴근하잖아, 어차피 못 하잖아.
왜 다른 팀에 시간을 투자하나요?
제가 담당하는 거 아시죠?
너무한데?"
174,갈취 대화,"저희 병원에서 무슨 일이 일어나고 있나요?
아, 글쎄요, 저는 남편과 함께 여기에 있어요.
남편 어디 가요?
잠깐 마실 걸 사다 줄게.
아, 수영, 임신했어? 몇 년 전에 우리 병원에서 낙태를 한 적이 있어.
어떻게 그랬어?
아이고, 병원 간호사인데 남편이 낙태한 거 모르세요?
아직... 그래도 제가 얘기할 때가 되면 안 하는 척해 주세요.
남편이 얘기하고 싶으면 어떻게 거짓말을 할 수 있고, 너는 너무 뻔뻔해?
그러지 말아주세요. 무엇을 원하시나요?
어떻게 생각해? 내일이 제 생일인데, 투어가 조금 부족해요.
5백, 그거는 내일이야?
아이고, 남편 아니야?"
175,직장 내 괴롭힘 대화,"당신은 전문 군인이고 서류 작업을 하지 않을 거예요, 맞죠?
죄송합니다.
shut up 이 자식아 푸시업 30개.
네, 고객님.
형벌도 못 받아.
죄송합니다.
조용히 해 내가 언제 얘기할 수 있는 기회를 줬어?
아, 그래.
내가 말했으면 네가 대답할 필요가 없었을 거야.
아파, 아니야, 아니야."
176,기타 괴롭힘 대화,"뭐야, 뭐야.
안녕하세요, 현준 씨!
집에 계시고 학교를 가시나요?
응, 학교에 가는 길이었어.
오늘 네 엄마 봤어?
어디요?
엄마 청소기?
아, 네, 엄마 청소기예요.
진짜야, 동수 언니 맞지?
그게 내가 말하는 거야.
엄마의 화장실 청소기 때문에 집이 너무 열악할 거예요!
야, 네 말 조심해, 우리 엄마 청소 조심해, 우리 가족은 가난하지 않아."
177,기타 괴롭힘 대화,"여보, 이제 일해야 한다고 생각하지 않아?
왜요?
저 혼자 만드는 건 어려워요.
내가 결혼할 때 약속했고, 나는 아기야.
아, 그래.
봐봐, 결혼하면 다 달라요? 밖에서 일하는 것보다 육아가 더 어려워요.
저거는, 저거는 괜찮아.
일하고 싶지 않아, 뭐 하든 뭐 하든.
하.
아니, 야외에서 왜 안 돼, 왜 안 돼, 왜 안 돼, 왜 안 돼, 왜 안 돼?"
178,기타 괴롭힘 대화,"야, 왜 밀어.
가락처럼 얇아서 그런 거 아니야?
밀었나 봐.
얘들아, 너무 약해서 나를 밀고 집에 밥이 없어.
나 왜 이래.
저렇게 얘기하는 건 바보예요.
우리는 친구야, 무슨 일이 일어나는지 보자.
친구가 누구야?
너무 못생겼어.
내가 뭐야?"
179,기타 괴롭힘 대화,"신발 봐.
하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하 하
이거는 선물이야.
너 같은 가난한 남자한테 이걸 누가 줄 거야?
선물 받았어.
이거 받으면 우리한테 줘야지.
아, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안
노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노,
죄송합니다, 다음에 드릴게요.
이거 안 하면 어떻게 하는지 알고 싶어?
정말 죄송합니다. 이 신발만 아니라."
180,갈취 대화,"야, 돈 있어?
아니요, 그렇게 생각하지 않아요.
노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노,
아니요, 없어요.
이거 안 하게 할 것 같아.
그게 다예요.
뭐야, 이거.
됐어.
아이고, 이런 거 다 있네.
죄송합니다. 이제 저를 풀어주세요."
181,직장 내 괴롭힘 대화,"지희 씨는 영업팀에 있는데, 자기 세상에 뭔가 빠진 것 같지는 않나요?
왜요?
일전에 같이 점심을 먹기로 했는데 점심을 안 먹었다고 하고 시리얼을 집에 두고 가셨다고요?
점심 안 드시는 분들이 많아요.
그리고 지난번에 지희 씨한테 새로운 축하 파티에 같이 가자고 하셨을 때 집에 직업이 있다고 하더라고요.
아, 그래요?
그래서 내가 지금 네가 말한 거를 생각하다가 사람들 앞에서 네가 거절하고 당황했다고.
당신은 당신이 이야기하고 싶은 유형의 사람입니다.
제가 혼자인 것 같아서 말씀드리는 거면 그냥 돌보려고요, 그냥 도와드리려고요.
뭔가 좀 거리 두기로 할 것 같은데 조금 생각해 보겠습니다.
점심에 혼자 웹툰을 보는 것과 같습니다.
하지만 일을 하려면 사람들과 이야기를 나누고 의지를 보여줘야 합니다.
내 말은, 그는 마지막 남자처럼 될 것이고, 그는 곧 거기에 있을 거예요.
자, 그러면 또 사람을 뽑는 거, 사람을 데려가는 거, 복잡해지는 거."
182,직장 내 괴롭힘 대화,"강 대표님, 뭐 하시는 거예요?
야, 사장님, 이 늦은 시간에 여기서 뭐하시나요? 나는 드라마에서 휴식을 취하고 있어.
아 그래 혼자 뭐 보고 있어?
요즘 인기 드라마를 보고 있어요.
아니요, 밤에 혼자 술을 마셨으면 좋겠는데 전화할 사람이 없었어요.
선생님, 거의 11시이고, 갈 시간이 충분하네요, 조금 어려울 거예요.
오늘 안 들어오시고 애들은 부모님 집에 있어서 저는 괜찮아요, 저희 집에 오시는 건 어떨까요?
아니요, 급하지 않으시다면, 제가 좀 피곤해서 내일 사무실에서 이야기해 보시는 건 어떨까요?
나랑 드라마 얘기 안 하고 싶어?
아니, 싫어하지 않아, 너무 늦었어.
11시야, 11시야, 아직은 이른 저녁이야, 얘기 좀 해야지."
183,갈취 대화,"와, 이거 예쁘다 이거 뭐야.
샤넬 미네백입니다.
되게 비싸긴 하지만 예쁘다 주주야 이거를 언젠가는 써보자.
아니, 이거 우리 엄마 거였어.
친구 빌려보자, 물건도 좀 붙여보자.
미안해요, 저는 이걸 하고 싶지 않았고, 오늘 그녀를 구했어요.
그러면 안 돼요?
저거는 안 되는데 이거는 안 되는데.
무슨 말인지 이해가 안 되고 월요일에 학교에서 드리겠습니다, 그렇죠?
할 수 없지만 깨끗하게 되찾아 주셔야 해요."
184,갈취 대화,"야, 오랜만이야.
금방 갚겠다고 했잖아.
이 형 날려버렸는데 살아 있는지 확인해 볼까요?
돈이 없어요.
그러면 외동딸을 팔고 돈 벌어야 하지 않나요?
제발, 그렇게 하면 안 돼.
지금 주실 수 있나요, 아니면 제 딸에게 팔 수 있나요?
지금 바로 드릴게요, 얼마인가요?
지금 200만 원.
네, 알겠습니다."
185,갈취 대화,"네. 혹시 소생술을 하실 예정이신가요?
어, 나야 누구야.
나는 팬이야.
봐봐, 고마워, 하지만 이렇게 불러서는 안 돼.
걱정하지 마세요, 드릴 말씀이 있어서 전화드렸습니다.
누구시죠?
이걸 퍼뜨리면 진로에 무슨 일이 일어나는지 알잖아, 증거가 조작됐기 때문에 장난치지 않아.
뭘 원하세요?
글쎄요, 돈이 많으니 20억을 옮기세요.
경찰에 전화하면 너도 괜찮지 않을 거야.
상관없어요, 경력을 망치지 않으면 20억 달러 이상을 벌 수 있으니까요."
186,기타 괴롭힘 대화,"왜 산지 모르겠어.
나였으면 그만뒀을 텐데.
그게 내가 말하는 거야.
야, 그만해.
네 말이 맞아.
살래요?
너는 남자한테 너무 나쁜 말을 하잖아.
닭인가 봐.
어머, 냄새 나.
형님들이 참 끔찍하네요."
187,직장 내 괴롭힘 대화,"김 대표님의 대리 승진이 되실 거예요.
선생님, 이건 아닙니다.
내가 이거 안 한 것 같아?
하지만 나는 내 생명을 지키고 싶어.
여기가 아니라 밖으로 나가서 그녀를 지켜봐야 해.
선생님.
내가 말했잖아, 제리가 부처가 될 거 같은데 여기가 아니야.
아마.
그냥 뭐든 해.
네, 고객님."
188,갈취 대화,"여기서 사업을 하고 싶은 사람은 누구입니까?
저는 이곳에서 6개월 넘게 일해 왔습니다.
6개월 동안 판매하셨다고요?
아니요, 그렇게 생각하지 않아요.
여기 있습니다. 로마에 도착하면 로마법을 가져가야 합니다.
돈이 별로 없어, 돈이 없어.
그건 제 일이 아닙니다.
한번 봐주세요.
그러는 동안 밀어야지, 담요를 준비해야지.
그럼 어떻게 살지?"
189,갈취 대화,"야! 나 오늘 승진했어.
어?
돈이 없어서 빌려주실 거예요.
지금은 돈이 없어요.
이 자식아, 이해가 안 돼?
나이오, 돈이 없을 때인가?
빌어줄게.
아, 죄송합니다, 얼마가 필요하신가요?
엉덩이 치고 나와.
울겠다, 울겠다."
190,협박 대화,"너 지금 어디 있어?
죄송합니다.
한 분을 바로 처리해 드릴 수 있습니다.
그만해, 제발.
간, 신장, 눈을 뽑을 거야.
죄송합니다.
죽고 싶지?
아니, 제발.
오늘 밤이 마지막입니다, 안녕히 계세요.
가족들 만지지 마.
너 이미 죽었어.
죄송합니다."
191,직장 내 괴롭힘 대화,"은미야, 도와줘.
뭐처럼?
우리 집 이사.
왜 그럴까?
도와주실 수 있나요?
아니, 선생님.
아니, 아니.
네. 제가 그렇게 해야 할 이유가 있나요?
네가 나를 돕지 않는다면, 너는 끝났어.
죄송합니다."
192,갈취 대화,"이 노숙자의 돈을 가져가세요.
안 돼.
엉덩이에 차줄게, 야.
우리는 젊은 노숙자이고 노숙자로부터 돈을 훔치기 쉽습니다.
노인들은 연약해 보이기 때문에 돈을 잘 버는 편입니다.
그리고 우리가 그것을 모두 빼앗으면 좋을 것입니다.
살 수 있는 양을 줘야지 돈을 잃게 될 거야.
이런 나쁜 거.
방금 뭐라고 했어?
죄송합니다."
193,기타 괴롭힘 대화,"얘들아 스크 들어온다, 코막아.
스이라고 하지 말라고 했잖아.
스크라고 부르지 마 왜 그러지?
따라오지 마.
나 따라오지 마, 이 자식아, 네가 스크니까 스크라고 해.
나 왜 스크야.
스크 냄새가 너보다 낫다.
냄새 안 나는데 놀지 마.
화장실 냄새보다 너랑 화장실에 있는 게 나을 거야.
그러면 저랑 얘기 안 하면 괜찮아요.
다른 아이들은 네가 나쁜 냄새를 맡고 있다는 걸 알고 있고, 그들은 불쌍하기 때문에 도망갈 거야."
194,기타 괴롭힘 대화,"여기 차는 게 진짜 아파?
아플 것 같지 않아?
내가 없어서 엉덩이를 못 차니까 형을 차자.
그렇게 해야 하나요?
아, 궁금하다, 이런 거 없어, 남자들 얘기야.
그런데 진짜 아파.
내가 추울 때 진짜 남자가 얼마나 세게 차 줄까?
너무 안 좋으면 진짜 문제가 될 수 있어요.
한 번만 차줄게.
됐어."
195,협박 대화,"이렇게 죽고 싶으세요, 아니면 제가 하는 대로 하고 싶으세요?
말씀하신 대로 하겠습니다.
그럼 내가 말한 거 가져와.
선생님, 그건 너무 어렵네요, 다른 방법이 있을까요?
노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노, 노,
제발 다른 걸 할게 그냥 살게 해줘.
아니요, 선택의 여지가 없어요, 죽거나 얻습니다.
알겠습니다, 가져올게요.
좋아, 내일까지 데려다 줄게.
내일 여기서 뵙겠습니다."
196,기타 괴롭힘 대화,"오늘 그 블라우스를 너무 잘하시네요.
아, 네. 감사합니다.
그런데 내부 나시에 문제가 있었습니다.
뭐야?
블라우스를 입은 나시가 엉망이라고 생각해?
아, 그건 걱정하지 않으셔도 될 것 같은데 제가 알아서 할게요.
속상하셨다면 죄송합니다만, 너무 예쁘게 들어왔고, 제가 너무 아쉽네요, 오해하지 마세요.
어.
그리고 오늘 치마도 너무 잘하고 스타킹 컬러도 너무 잘하고.
뭐 하는 거야?
진짜 오늘 너무 아름다웠어, 다른 의미도 없잖아."
197,직장 내 괴롭힘 대화,"다시 비행을 해야 한다면 여기 잠에서 깨어나게 될 남자가 있어.
죄송합니다.
나는 당신을 보고 싶지 않습니다.
실례해 주시면 다시 할게요.
제가 하는 일을 알려달라고 부탁드렸어요.
죄송합니다.
형식에는 머리카락이 있나요?
이번에는 더 잘 할게요.
잘한다.
제 기대에 어긋나지 않도록 노력하겠습니다."
198,직장 내 괴롭힘 대화,"울타리 한가운데서 많은 시간을 보내고 싶습니다.
회사 바쁜 거 모르세요?
사장님, 1년 동안 쉬지 않았어요.
안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼, 안 돼.
한낮에 가족여행입니다.
내년에 큰 문제는 아닙니다.
아버지, 7일간의 추모 여행입니다.
여행 끝나고 좀 쉬고 싶으세요?
부탁드립니다, 부탁드립니다.
제가 바쁘네요. 자리로 돌아가세요."
199,협박 대화,"안 맞고 싶으면 솔직하게 얘기해야 돼.
죄송합니다. 아무것도 몰라요.
모르면 알아야지.
나 진짜 몰라.
그렇지.
죄송합니다. 시간만 주시면 알아볼게요.
언제까지?
일주일만 주세요.
안 하면 죽잖아.
네, 알겠습니다."
200,협박 대화,"민순아, 제가 급해서 몇 달 전에 대출을 돌려주셔야 해요.
3개월 뒤에 갚을 수 없나요?
5개월을 기다렸다면 많이 기다렸을 거예요.
그냥 가져갔나, 돌려준다고 했잖아.
무슨 일이야?
내가 말했잖아, 나는 빌리는 게 아니라 네 개를 팔아.
음, 2시간 안에 빌린 돈을 입금하지 않으면 엄마, 아빠, 아빠의 동생을 모두 데리고 가서 죽이는 거예요.
뭐야 미쳤어 아직도 괜찮을 것 같아?
그러면 그냥 가족끼리 영원히 외출을 하면 안 돼요.
알겠습니다, 조금만 더 시간을 내주시고, 저희 가족들한테는 손을 대지 마세요."
